StoreID;StoreCode;StoreName;DITOStoreID;Address;Province;PriceRegion;StoreTypeID;StateID;Country;ReportingStatus;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
768;7PNQ;BRICKFIELD CONVENIENCE CENTRE;768;413 Felix Dlamini Rd, Overport, Berea, 4091.;GAUTENG EAST;ENGEN - UNKNOWN;ENGEN - UNKNOWN - UNKNOWN;Unknown;SOUTH AFRICA;TRUE;;;;;;;;;;;
769;7PNF;TANGANANI CONVENIENCE CENTRE;769;R511, Laezonia, Centurion, 0026.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
770;7PLF;MYCITI CONVENIENCE CENTRE;770;183 Rivonia Rd, Morningside, Sandton, 2057.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
771;5LFW;BULT CONVENIENCE CENTRE;771;74 Chief Albert Luthuli Dr, Potchefstroom, 2531.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
772;2HNH;MARKMAN CONVENIENCE CENTRE;772;Cnr Buick &, St George St, Port Elizabeth, 6210.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
773;7PNT;PROTEA GLEN CONVENIENCE CENTRE;773;CNR PROTEA BLVD & WILD CHESTNUT STR, 2001, Johannesburg.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
774;2HNL;WATERGATE CONVENIENCE CENTRE;774;Cnr A Z Berman Dr &, Watergate Blvd, Philippi, Cape Town, 7789.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
775;5LGQ;MOOIRIVIER CONVENIENCE CENTRE;775;Potchefstroom.;FREESTATE;ENGEN - ON THE GO;ENGEN - ON THE GO - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
776;7KEC;SAKHILE SERVICE STATION;776;Cnr Mmila Rd &, Ikwezi Dr, Mofolo North, Soweto, 1801.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
777;7PNW;MANKWE CONVENIENCE CENTRE;777;Cnr R510 & President Ave Mogwase 0314;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
778;8BBD;CAMBRIDGE MOTORS;778;102 Cambridge St, Farrarmere, Benoni, 1501.;GAUTENG EAST;ENGEN - UNKNOWN;ENGEN - UNKNOWN - UNKNOWN;Unknown;SOUTH AFRICA;TRUE;;;;;;;;;;;
779;7PPB;LYDENBURG CONVENIENCE CENTRE;779;Cnr R37 &, Bateleur, Lydenburg, 1120.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
780;7PPF;NKOMO VILLAGE CONVENIENCE CENTRE;780;Nkomo Village Shopping Centre. Corner of Tlou & Nkomo Street. Atteridgeville;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
781;5LFQ;TRAFFORD ROAD CONVENIENCE CENTRE;781; 4 ZANEMALI ROAD, SOUTHERNWOOD;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
782;8BFJ;HI-Q AMATOLA;782;128 BUFFALO ROAD.KING WILLIAMS TOWN;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
783;5LGE;LUSIKISIKI CONVENIENCE CENTRE;783;ERF 455 LUSIKISIKI TOWNSHIP, R61 MAIN ROAD,;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
784;7GDQ;DIEPKLOOF CONVENIENCE CENTRE;784;5620 Immink Dr, Diepkloof Zone 5, Soweto, 1864;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
785;8DAC;ORLANDO SERVICE STATION;785;Cnr Soweto Hwy &, Mooki St, Orlando East, Soweto, 1804.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
786;7PNU;TSAKANI CORNER CONVENIENCE CENTRE;786;20239 B2 NALOZI DRIVE & TSAMAYA.TSAKANE;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
787;5CHA;GLAZER MOTORS;787;220 SOUTH COAST ROAD.ROSSBURGH;EASTERN REGION;ENGEN - UNKNOWN;ENGEN - UNKNOWN - UNKNOWN;Unknown;SOUTH AFRICA;TRUE;;;;;;;;;;;
788;7PPJ;TSHIAWELO CONVENIENCE CENTRE;788; 674 Tsianda St, Soweto;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
789;7PMP;BIG BIRD 1 STOP NORTH;789;N1 South and New Road, Midrand;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
790;7PPN;LOTUS GARDENS CONVENIENCE CENTRE;790;14 Chatsworth Main Rd, Umhlatuzana, Chatsworth;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
791;7FHK;LAUDIUM CONVENIENCE CENTRE;791;197 Jewel St, Laudium, Centurion, 0037;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
792;5LFL;NTOKOZWENI CONVENIENCE CENTRE;792;F871 Umlazi Township, Umlazi, 4066, South Africa, Kwazulu Natal;EASTERN REGION;ENGEN - ON THE GO;ENGEN - ON THE GO - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
793;2EQL;SETTLERS WAY SERVICE STATION;793;256 Main Rd, Mowbray, Western Cape, 7700;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
794;8DBV;UNITED MOTORS;794;Elias Motsoaledi Rd, Stand 29655, Meadowlands, Soweto, 1852;GAUTENG SOUTH WEST;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
795;5LGH;ENGEN MTHATHA NORWOOD;795;71 Nelson Mandela Dr, Norwood, Mthatha, 5100;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
796;7PGQ;GREENSTONE HILL CONVENIENCE CENTRE;796;Cnr Modderfontein Rd & Van Riebeeck Ave Greenstone Hill, Modderfontein, 1609;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
797;2HNG;RIVERGATE CONVENIENCE CENTRE;797;Cnr Sandown Road &, Discovery Dr, Rivergate, Cape Town;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
798;2HNN;HAASENDAL CONVENIENCE CENTRE;798;Saxdowns Road &, Pugsli Road, Kuils River, Cape Town, 7579;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
799;2HNM;WEMMERSHOEK CONVENIENCE CENTRE;799;Cnr Wemmershoek &, Lustigan Rd, Suider, Paarl, 7646;CAPE WEST;ENGEN - UNKNOWN;ENGEN - UNKNOWN - UNKNOWN;Unknown;SOUTH AFRICA;TRUE;;;;;;;;;;;
800;7PGN;MODDERFONTEIN CONVENIENCE CENTRE;800;MODDERFONTEIN CONVENIENCE CENTRE;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
801;5LGG;SPITSKOP CONVENIENCE CENTRE;801;5 Faan Ferreira Ave, Spitskop Small Holdings, Bloemfontein, 9301;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
802;6BPP;OVERVAAL CONVENIENCE CENTRE;802;Cnr Frikkie Meyer & Wieland Street, Vanderbijlpark, 1911, South Africa;GAUTENG SOUTH WEST;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
803;7PRU;GREENSTONE PARK CONVENIENCE CENTRE;803;Blackrock St, Modderfontein, Lethabong;GAUTENG CENTRAL;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
804;7PEF;WATERKLOOF CONVENIENCE CENTRE;804;425 Rigel Ave, Erasmusrand, Pretoria, 0181;GAUTENG SOUTH WEST;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
805;8CMH;NKANDLA MOTORS;805;Main Rd, Nkandla, 3855;EASTERN REGION;ENGEN - E-SHOP;ENGEN - E-SHOP EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
806;7PTF;MAYFIELD SQUARE CONVENIENCE CENTRE;806;Lurie Rd, Shangrila, Benoni, 1513;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
807;7PRR;ZAMBEZI CONVENIENCE CENTRE;807;2568 CNR BREEDT AND SEFAKO MAKGATHO DRIVE MONTANA PARK PRETORIA 0182;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
808;9AAE;MEYERSDAL CONVENIENCE CENTRE;808;Cnr Hennie Alberts &, Clairette St, Meyersdal, Alberton, 1448;GAUTENG SOUTH WEST;ENGEN - ZENEX SHOP;ENGEN - ZENEX SHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
809;7PQE;SKY CITY CONVENIENCE CENTRE;809;Cnr R550 (Heidelberg Road) and K91, Vereeniging in Alberton;GAUTENG EAST;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
810;7QRN;SIMUNYE SERVICE STATION;810;Muhuluhulu Dr, Embalenhle, 2285;GAUTENG EAST;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
811;7NAB;AVONLEA MOTORS;811;Cnr 4th Rd &, 3rd Ave, Bredell AH, Kempton Park, 1619;GAUTENG EAST;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
812;2HLB;BAYWEST 1 STOP;812;Engen Baywest Gqueberha 6000;CAPE EAST;ENGEN - E-SHOP;ENGEN - E-SHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
813;7PTK;GOLDEN HIGHWAY CONVENIENCE CENTRE;813;418 Golden Hwy, Devland, Soweto, 1811;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
814;7PTL;COSMO CITY 1 CONVENIENCE CENTRE;814;;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
815;5LHA;MAOKENG CONVENIENCE CENTRE;815;Eleventh Ave, Maokeng, Kroonstad, 9499, South Africa City;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
816;7HQV;KANONKOP SERVICE STATION;816;Cnr Lilian Ngoyi &, Sering St, Kanonkop, Middelburg,;GAUTENG EAST;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
817;7PTP;TSWELOPELE CONVENIENCE CENTRE;817;529 Cnr DM Marokane Dr & Indlovu Ave, Tswelapele, Tembisa, South Africa;GAUTENG CENTRAL;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
818;2HNQ;MBEKWENI CONVENIENCE CENTRE;818;Thusong Service Centre, Msobomvu, Mbekweni, Paarl, 7626;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
819;5LGV;GULLS WAY CONVENIENCE CENTRE;819;Cnr Gulls Way & Ocean Way Roads, Gonubie, East London, Eastern Cape,5256;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
820;7PUH;REMBRANDT PARK CONVENIENCE CENTRE;820;16 Curie Rd, Rembrandt Park, Johannesburg, 2090;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
821;2ENN;PAARL CENTRAL CONVENIENCE CENTRE;821;145 Main Rd, Vrykyk, Paarl, 7646;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
822;7PQN;SECUNDA CONVENIENCE CENTRE;822; ;GAUTENG EAST; ;;;SOUTH AFRICA;TRUE;;;;;;;;;;;
