StoreID;StoreCode;StoreName;DITOStoreID;Address;Province;PriceRegion;StoreTypeID;StateID;Country;ReportingStatus;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
301;7GWP;JJ VAN RYNEVELD;301;Danie Theron Rd, Pierre van Ryneveld Park, Centurion, 0157.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
302;8DAU;FONTANA SERVICE STATION;302;38 Grobler St, Polokwane Central, Polokwane, 0699.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
303;2HLE;BUFFALO RIVER 1 STOP;303;CATHCART RD.KING WILLIAMS TOWN;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
304;7FTT;TAHERO CONVENIENCE CENTRE;304;628 CORLETT DRIVE.WITPOORTJIE;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
305;7FKA;IMPALA PETROPORT CONVENIENCE CENTRE;305;GRAVELOTTE MAIN ROAD.DROEBULT;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
306;5RBH;SIMUNYE MOTORS;306;202 CHURCH STREET.ORANJESIG;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
307;6ETN;BOSS SERVICE STATION;307;3184, Soshanguve, 0152.;INLAND NORTH;ENGEN - E-SHOP;ENGEN - E-SHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
308;2EFD;NORTH END SERVICE STATION;308;298 GOVAN MBEKI AVENUE.NORTH END;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
309;7FFC;BRAMLEY SERVICE STATION;309;624 LOUIS BOTHA AVENUE.BRAMLEY;GAUTENG CENTRAL;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
310;2EMH;MONTE VISTA MOTORS;310;WINGFIELD PLACE.18 MONTE VISTA BOULEVARD;CAPE WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
311;2EPK;TRANSLAND MOTORS;311;120 Durban Rd, Oakdale, Cape Town, 7530.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
312;6CBP;NICTRU ONDERNEMINGS;312;200 Cowen Ntuli St, Middelburg, 1055.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
313;5CLR;BATES CONVENIENCE CENTRE;313;CNR MAIN HARDING & BRAUTETH STREET MARBURG .;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
314;7FTM;SKINNER STREET MOTORS;314;101 NANA SITA STREET (CNR SOPHIE DE BRUY.PRETORIA;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
315;7EAM;NOORDWYK MOTORS;315;1226 Lever Rd, Noordwyk, Midrand, 1687.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
316;5NPG;PELLISSIER QUICK STOP;316;Cnr Pellissier Dr &, Besembos Ave, Pellissier, Bloemfontein, 9301.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
317;7NDA;BEREA CONVENIENCE CENTRE NORTH;317;617 Thabo Sehume St, Pretoria Central, Pretoria, 0002.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
318;7HCL;LINKSFIELD MOTORS;318;177 Club St, Linksfield, Johannesburg, 2192.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
319;9ABY;ENGEN OAKTREE CONVENIENCE CENTRE;319;N14, Plot 41, Oaktree, Muldersdrift, 1739.;GAUTENG SOUTH WEST;ENGEN - ZENEX SHOP;ENGEN - ZENEX SHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
320;7NFR;BRENTWOOD PARK SERVICE STATION;320;CNR GREAT NORTH & CELIA NESTADT STREETS.BRENTWOOD PARK;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
321;2EHV;GUYS SERVICE CENTRE;321;29 Gabriel Rd, Plumstead, Cape Town, 7800.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
322;2EJB;HARTENBOS VULSTASIE;322;kaap De Goede Hoop Ave, Hartenbos, Mossel Bay, 6520.;CAPE EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE EAST;Cape East;SOUTH AFRICA;TRUE;;;;;;;;;;;
323;7NJP;MAGALIESKRUIN MOTORS;323;581 Braam Pretorius St, Magalieskruin, Pretoria, 0182.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
324;8BLW;NGODWANA MOTORS;324;TREE TOWN CENTRE.OFF N4 TO NELSPRUIT;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
325;7NEN;TEMBA CONVENIENCE CENTRE;325;24 JUBILEE MAIN ROAD.TEMBA;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
326;7GAE;EVANDER CONVENIENCE CENTRE;326;120 MCGILL DRIVE.EVANDER;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
327;9ABW;GOLDEN HARVEST CONVENIENCE CENTRE;327;Cnr President Fouche Dr &, Witdoring Rd, Sonneglans, Randburg, 2188.;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
328;9AAT;ZENEX NORTHMEAD;328;1 9th Ave, Northmead, Benoni, 1501.;GAUTENG EAST;ENGEN - ZENEX SHOP;ENGEN - ZENEX SHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
329;7FRF;GLENHAZEL SERVICE STATION;329;21 NORTHFIELD AVENUE.GLENHAZEL;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
330;8DAQ;MASAKHANE CONVENIENCE CENTRE;330;Cnr Matthews Phosa St &, Maqhibini Dr, Kwa-Guqa, Emalahleni, 1073.;GAUTENG EAST;ENGEN - E-SHOP;ENGEN - E-SHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
331;8BBC;ALPHEN PARK MOTORS;331;145 Mercury St, Alphen Park, Benoni, 1501.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
332;2FCQ;RALLY MOTORS;332;66 BRIGHTON ROAD.KRAAIFONTEIN;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
333;5TEB;HARRISMITH CONVENIENCE CENTRE;333;Mckechnie St, Harrismith, 9880.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
334;2HHC;SAW MILL SERVICE STATION;334;CNR CONCERT BOULEVARD & STATION ROAD.RETREAT;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
335;7NLN;PRINCESS CROSSING CONVENIENCE CENTR;335;54 Ontdekkers Rd, Princess, Roodepoort, 1724.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
336;7FTL;EDELWEISS SERVICE STATION;336;2 Gemsbok St, Edelweiss, Springs, 1559.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
337;8BKQ;SIMARLO MOTORS;337;105 EDWARD STREET.CENTURION;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
338;7FTF;PEGASUS MOTORS;338;5 Lynette St, Kilner Park, Pretoria, 0186.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
339;2HKU;SWARTLAND 1 STOP;339;N7 HIGHWAY.PHILADELPHIA;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
340;5CHM;KLOOF CONVENIENCE CENTRE;340;21 Village Rd, Kloof, 3610.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
341;9ABS;ZENEX RIVONIA;341;       381 Rivonia Rd, Rivonia, Johannesburg,.;GAUTENG CENTRAL;ENGEN - ZENEX SHOP;ENGEN - ZENEX SHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
342;5RBP;KLERKSDORP CONVENIENCE CENTRE;342;OR TAMBO STREET.SOUTH ELLATON;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
343;7QGK;KRANSKOP 1 STOP NORTH - LIMPOPO;343;N1 HIGHWAY.BELA-BELA;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
344;7NMP;NU-SOUTH CONVENIENCE CENTRE;344;9 KLIPRIVER ROAD.WEST TURFFONTEIN;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
345;5LCL;OLD MILL CONVENIENCE CENTRE;345;48-50 MARSHALL DRIVE.MOUNT EDGECOMBE;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
346;7FFE;CORLETT DRIVE SERVICE STATION;346;92 CORLETT DRIVE.BIRNAM PARK;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
347;7HFV;KRITZINGER SERVICE STATION;347;99 Kritzinger Rd, Verwoerdpark, Alberton, 1449.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
348;8BLG;FOCHVILLE ENGEN;348;35 Losberg Ave, Fochville, 2515;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
349;5CFE;WARWICK CONVENIENCE CENTRE;349;Chris Ntuli Rd, Musgrave, Berea, 4001.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
350;2GBN;BONTEHEUWEL TYRE & SERVICE CENTRE;350;Cnr Jakkalsvlei Ave &, Kiaat Rd, Bonteheuwel, Cape Town, 7764.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
351;5LCQ;HIGGINSON CONVENIENCE CENTRE;351;20 Higginson Hwy, Woodlands, Durban South, 4001.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
352;5RBF;CRAIL CONVENIENCE CENTRE;352;CNR NELSON MANDELA DRIVE & FIRST AVE.INDUSTRIAL AREA;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
353;8CKW;GT CONVENIENCE CENTRE;353;171 West St, Pietermaritzburg, 3201.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
354;2HMP;TIGER WATERFRONT CONVENIENCE CENTRE;354;CHARL CRONJE DRIVE TYGERVALLEY.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
355;5LAV;ALTON CONVENIENCE CENTRE & TRUCK ST;355;77 ALUMINA ALLEE ALTON INDUSTRIAL AREA .;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
356;7GAR;CODONIA QUICK STOP;356;799 Codonia Ave, Waverley, Pretoria, 0186.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
357;5MJE;KROONVAAL 1 STOP SOUTH;357;N1 South, Parys, 9585.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
358;7MDL;SANDOWNVIEW SERVICE STATION;358;CNR GRAYSTON DRIVE & HELEN STREET.STRATHAVON;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
359;5TDW;MERRIESPRUIT CONVENIENCE CENTRE;359;187 Danie Erasmus Dr, Merriespruit, Virginia, 9430.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
360;7QUB;FLAMINGO SERVICE STATION;360;CNR YALDWIN & KELLY RDS.JET PARK;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
361;7FDH;STONAGE CONVENIENCE CENTRE;361;CNR REPUBLIC & RABIE STRRET.FONTAINBLEAU;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
362;7GBJ;LONEHILL BOULEVARD CC;362;317 LONEHILL BOULEVARD.LONEHILL;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
363;7NAJ;HADAF WEST;363;380 Eskia Mphahlele Dr, Roseville, Pretoria, 0001.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
364;5LCR;NORTHWAY CONVENIENCE CENTRE;364;Cnr Ottos Bluff &, Dr Chota Motala Rd, Woodlands, Pietermaritzburg, 3201.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
365;7FNP;GREYCORP CONVENIENCE CENTRE;365;8 Grobler St, Polokwane Central, Polokwane, 0699.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
366;7GBB;ABISHA MOTORS;366;76 Troye St, Sunnyside, Pretoria, 0002.;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
367;5MHH;BLOEMFONTEIN NORTH 1 STOP;367;N1 HIGHWAY BLOEMFONTEIN.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
368;8BMQ;CBK TREK IN CONVENIENCE CENTRE;368;Main Street, Kuruman, 8460.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
369;8CWG;SIYABONGA CONVENIENCE CENTRE;369;CNR MAIN REEF & GRANVILLE ROADS.ROBERTVILLE EXT 10;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
370;2EQF;COURTRAI AUTO;370;22 Main Rd, Courtrai, Paarl, 7646.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
371;7NFV;DALVIEW SERVICE STATION;371;Hendrik Potgieter Rd & Bekker St, Dalview, Brakpan,.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
372;7NCA;WESTERN SERVICE STATION;372;cnr Mitchell & DF Malan Streets, Pretoria;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
373;8CWK;PARADYSKLOOF CONVENIENCE CENTRE;373;CNR BLAAUWKLIPPEN & STRAND ROADS.PARADYSKLOOF;CAPE WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
374;7NKR;JACK STREET CONVENIENCE CENTRE;374;CNR JACK STREET & REFINERY ROADS.GERMISTON;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
375;7FUH;VERWOERDPARK SERVICE STATION;375;Cnr Braun Rd &, Drysdale Ave, Verwoerdpark, Alberton, 1449.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
376;7NLF;VEGA SERVICE STATION;376;CNR ATTERBURY & SOLOMON MAHLANGU STREET.FAERIE GLEN;INLAND NORTH;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - INLAND NORTH;Inland North;SOUTH AFRICA;TRUE;;;;;;;;;;;
377;2EJT;REGAL CONVENIENCE CENTRE;377;31 WARRINGTON ROAD.CLAREMONT;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
378;8DBW;THEMBA MOTORS;378; 5643 Eiselen St, Etwatwa, Benoni, 1520.;GAUTENG EAST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG EAST;Gauteng East;SOUTH AFRICA;TRUE;;;;;;;;;;;
379;7DRA;MAIN ROAD CONVENIENCE CENTRE;379;CNR Main & Bruton Roads Bryanston;GAUTENG CENTRAL;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
380;2EFE;CLARKS GARAGE;380;69 MAIN ROAD.FISH HOEK;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
381;7FVA;RADEBE MOTORS;381;298 OLD POTCHEFSTROOM RD.NANCEFIELD;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
382;7FRJ;FLORIDA GLEN CONVENIENCE CENTRE;382;CNR GORDON & LANGE AVE.FLORIDA GLEN;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
383;7MAH;CENTURION PARK MOTORS;383;CNR LENCHEN AVE SOUTH & HEUWEL AVE.CENTURION;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
384;6CWQ;KAMOSO CONVENIENCE CENTRE;384;31 C R Swart Rd, Wilro Park, Roodepoort, 1724.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
385;2ECR;SIMONS AUTO CENTRE;385;179 VASCO BOULEVARD.GOODWOOD;CAPE WEST;ENGEN - ON THE GO;ENGEN - ON THE GO - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
386;7GEL;MAYBERRY PARK SERVICE STATION;386;1 Delphinium St, Mayberry Park, Alberton, 1448.;GAUTENG SOUTH WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG SOUTH WEST;Gauteng South West;SOUTH AFRICA;TRUE;;;;;;;;;;;
387;7NUM;GARSTKLOOF FILLING STATION;387;Delmas Rd, Wingate Park, Pretoria, 0181.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
388;8BCU;BRYANSTON CONVENIENCE CENTRE;388;11 Sloane St, Epsom Downs, Sandton, 2191.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
389;2HKP;WEST COAST 1 STOP;389;R27 CNR WEST COAST & LANGEBAAN ROADS.LANGEBAAN;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
390;5LAT;MARIANN STAR CONVENIENCE CENTRE;390;851 OLD RICHMOND ROAD.MARIANHILL;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
391;6CMG;NESERHOF CONVENIENCE CENTRE;391;2 JEAN ROUX STREET.KLERKSDORP;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
392;5CNU;HLUHLUWE CONVENIENCE CENTRE;392;1 MAIN STREET.HLUHLUWE;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
393;2ETT;VINEYARD SERVICE STATION;393;2 Main Rd, Newlands, Cape Town, 7700.;CAPE WEST;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
394;2HLA;UBUNTU CONVENIENCE CENTRE;394;Walter Sisulu Rd, Khayelitsha, Cape Town, 7784.;CAPE WEST;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - CAPE WEST;Cape West;SOUTH AFRICA;TRUE;;;;;;;;;;;
395;8BDM;STRIJDOM PARK CONVENIENCE CENTRE;395;1494 Malibongwe Dr, Strydompark, Randburg, 2169.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
396;7GBV;LORENTZVILLE CONVENIENCE CENTRE;396;85 Albertina Sisulu Rd, Lorentzville, Johannesburg, 2094.;GAUTENG CENTRAL;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - GAUTENG CENTRAL;Gauteng Central;SOUTH AFRICA;TRUE;;;;;;;;;;;
397;5CRM;PONGOLA 1 STOP;397;Martin St, Pongola, 3170.;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
398;5FUU;GLENUGIE CONVENIENCE CENTRE;398;6 GLENUGIE ROAD.PINETOWN;EASTERN REGION;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
399;5RBT;CROSSING QUICK STOP;399;Cnr Nelson Mandela &, Melville Dr, Brandwag, Bloemfontein, 9301.;FREESTATE;ENGEN - QUICKSHOP;ENGEN - QUICKSHOP - FREESTATE;Freestate;SOUTH AFRICA;TRUE;;;;;;;;;;;
400;5CNG;FAIRWAY CONVENIENCE CENTRE;400;84 OLD MILL WAY.DURBAN NORTH;EASTERN REGION;ENGEN - QUICKSHOP WITH WW;ENGEN - QUICKSHOP WITH WW - EASTERN REGION;Eastern region;SOUTH AFRICA;TRUE;;;;;;;;;;;
